cstr.C_A,cstr.T_feed_C,column.RR,cstr.F_cool,cstr.F_feed,cstr.T_R_C,cstr.conversion,column.purity_B,column.Q_reb_kW,obj_purity,obj_energy,obj_production,obj_stability
157.0,70.0,3.0,0.1103836394881624,1.8693762139133776,86.77267156407459,0.8910289103181745,96.72512338202299,66.71137971405761,78.97635720225284,66.71137971405761,13.325346006863613,7.572671564074582
157.0,70.0,3.0387239064281926,0.11809206238572917,1.8693762139133776,86.01607765397068,0.8875639772972808,96.77784496956382,69.49895545327514,79.55629466520197,69.49895545327514,13.273527899887117,6.81607765397068
157.0,70.0,3.0501395068718327,0.1,1.8693762139133776,87.81222269007094,0.8956141248828728,96.79301020894717,64.70537475679092,79.72311229841883,64.70537475679092,13.393917935207103,8.612222690070936
157.0,70.0,3.0989497540745274,0.1281914918037143,1.8607401962295995,85.00159408626854,0.8832215780131729,96.85600344864721,72.92104132278098,80.41603793511936,72.92104132278098,13.147567139091583,5.801594086268537
157.0,70.0,3.122063753566534,0.12267183491829946,1.8662755149711452,85.5580102843756,0.8855807249662182,96.88482650283377,72.06453352184883,80.73309153117152,72.06453352184883,13.221900988278792,6.358010284375595
157.0,70.0,3.1896897435665226,0.1468608330079521,1.8496196766531523,83.19193658572516,0.8747927855896821,96.96566192637079,79.43750209187311,81.62228119007864,79.43750209187311,12.944271593767185,3.9919365857251563
157.0,70.0,3.244530598200793,0.13124140646079713,1.8052744363465596,84.42529118718642,0.883551092897815,97.02762650558549,73.05336802434655,82.30389156144037,73.05336802434655,12.760417609715917,5.225291187186414
157.0,70.0,3.2600335879077122,0.1188662038781381,1.8640131780231415,85.91637210512988,0.8873865690180472,97.04459453186391,73.21231122159101,82.49053985050298,73.21231122159101,13.232802069203057,6.716372105129878
157.0,70.0,3.293636863307613,0.13924344803927732,1.8055037030620418,83.65933153738803,0.8797711650638146,97.08057893444555,76.3069786925252,82.8863682789011,76.3069786925252,12.707440770959392,4.4593315373880245
157.0,70.0,3.3128264515230086,0.12056877101961089,1.848238989560736,85.67730126889728,0.8871204236941269,97.10065439016896,73.6660538302182,83.10719829185851,73.6660538302182,13.116884444057002,6.477301268897278
157.0,70.0,3.3484777179418836,0.12362402149212232,1.7611584627554493,84.93945129501651,0.8884877422524257,97.1370699345515,69.91819647384604,83.50776928006655,69.91819647384604,12.518141650578734,5.739451295016508
157.0,70.0,3.3955905152668,0.1109658565414435,2.0055648096745773,87.25210959350005,0.8862706736183955,97.18350668630443,82.08396385309325,84.01857354934869,82.08396385309325,14.219786198845094,8.052109593500049
157.0,70.0,3.4933040549536116,0.10765559827546682,2.0168542638741505,87.6047602291232,0.8873445949718657,97.27412723468092,83.58421804068145,85.0153995814901,83.58421804068145,14.317157839157506,8.404760229123198
157.0,70.0,3.5205066574157846,0.15912472313076742,2.028309554247189,83.03900267464184,0.8634857022316622,97.29807918706467,102.47818246897299,85.2788710577114,102.47818246897299,14.011330398338592,3.839002674641833
157.0,70.0,3.573755275725194,0.13065992052925826,1.9192234155968477,85.0482851458724,0.880222653068684,97.34346443061553,86.08055760933665,85.77810873677079,86.08055760933665,13.51475141366559,5.848285145872396
157.0,70.0,3.6114388203815215,0.15607407378157537,2.092839477654914,83.60115943726584,0.8629291280612064,97.3744360957229,108.30524045099155,86.11879705295189,108.30524045099155,14.447777164998604,4.401159437265832
157.0,70.0,3.6327074219372113,0.10546440604514058,1.993169151660848,87.73026113492045,0.8890930390432734,97.39151430263428,83.8435697202068,86.30665732897705,83.8435697202068,14.176902547019573,8.530261134920451
157.0,70.0,3.659761065895993,0.10495686183095718,2.2074963708250217,88.44220635035077,0.8820708641422506,97.41283170377834,99.31542104095844,86.54114874156171,99.31542104095844,15.577345851236071,9.24220635035077
157.0,70.0,3.6704495534931545,0.1123548951244415,2.0766965785403855,87.37329282670646,0.8832895866182171,97.42113130231661,92.67727709430574,86.63244432548271,92.67727709430574,14.674595699123223,8.173292826706458
157.0,70.0,3.700850794128215,0.19133390446519824,1.8063524700726517,78.98155049727893,0.8539461279271946,97.4443676482573,101.53691511031893,86.88804413083028,101.53691511031893,12.340221579922117,0.21844950272107155
157.0,70.0,3.7257511005348913,0.14542535674604667,1.8388100547056396,83.26456821456304,0.875807941265111,97.4630011608317,88.35547494286841,87.09301276914864,88.35547494286841,12.883555587114659,4.064568214563039
157.0,70.0,3.802735573477956,0.13564385262672923,1.7611584627554493,83.75445000753695,0.8828421988211572,97.51844716591027,81.1316386415943,87.70291882501301,81.1316386415943,12.43860007785208,4.554450007536943
157.0,70.0,3.841262038784323,0.15888811492128285,1.8813435480403902,82.28162385937992,0.8680454536423543,97.54502732542626,98.3972546714284,87.99530057968887,98.3972546714284,13.064733708926695,3.081623859379917
157.0,70.0,3.894397644782379,0.14753467483455837,2.0094741036624164,83.94816307220509,0.8695362008002349,97.58048260908294,105.05182729862629,88.38530869991229,105.05182729862629,13.9784838216406,4.748163072205088
157.0,70.0,3.934904958348045,0.1309705857348478,2.264213354410847,86.36672624719711,0.8688472687483486,97.6066157691835,119.97904617580372,88.67277346101856,119.97904617580372,15.738044710747209,7.166726247197104
157.0,70.0,4.02129695474511,0.17002976154484079,1.7728375196764776,80.61301713149737,0.8656908387072919,97.65991592681917,97.88641038624694,89.25907519501084,97.88641038624694,12.27783359440388,1.4130171314973694
157.0,70.0,4.02656345320886,0.10974530079970618,2.036186148562746,87.47566473316533,0.8857850989080004,97.66306256884116,95.70692025748504,89.29368825725271,95.70692025748504,14.428986791998017,8.275664733165328
157.0,70.0,4.090606687092082,0.101458487637444,2.04739864954595,88.29269694703532,0.8890030322647544,97.70043167771654,94.71417836064369,89.70474845488191,94.71417836064369,14.561148861608904,9.092696947035321
157.0,70.0,4.091890844706542,0.1123548951244415,2.2969010289412153,88.03711279263729,0.875863991716821,97.70116444155128,118.86419918468137,89.71280885706413,118.86419918468137,16.09418323029541,8.837112792637285
157.0,70.0,4.110871555159042,0.19283211537458306,1.7731197745385643,78.61566824418856,0.8540464923690264,97.71192140581591,108.2877928055909,89.83113546397506,108.2877928055909,12.114613791958558,0.5843317558114478
157.0,70.0,4.166440393659991,0.16401155823639105,1.9050773050008547,81.96521653447172,0.8648504105281232,97.74263851869098,108.90571801522283,90.1690237056008,108.90571801522283,13.180855114542398,2.765216534471719
157.0,70.0,4.201497648467647,0.1393120597972453,2.169130904059901,85.33142593249352,0.8682296068411441,97.76144302205294,121.72055821409194,90.37587324258239,121.72055821409194,15.066429376151229,6.131425932493514
157.0,70.0,4.219676729784367,0.12912355368001532,1.9309178960796054,85.24530738763991,0.8805548764884829,97.77102517673141,98.5616042000359,90.48127694404555,98.5616042000359,13.602233355934224,6.045307387639909
157.0,70.0,4.272621894042113,0.12404689175401315,2.287218737653065,87.01852966424104,0.8711279039213097,97.79829636683817,127.24043538918278,90.7812600352199,127.24043538918278,15.939680517930068,7.818529664241041
157.0,70.0,4.292748045965146,0.13080242941600018,2.22047299972876,86.23608197610406,0.8703696480724733,97.80842153877393,124.72839747318858,90.8926369265132,124.72839747318858,15.461058426626801,7.036081976104057
157.0,70.0,4.335802687687686,0.1643473294865862,2.1416240258439547,83.13728041099387,0.8575200861163345,97.82965072250886,133.29951247776677,91.12615794759745,133.29951247776677,14.691884952564152,3.937280410993864
157.0,70.0,4.391005451952387,0.10343290223760372,2.2376449138584724,88.65785935316853,0.8816904854485443,97.8560407972798,116.84564741961887,91.41644877007784,116.84564741961887,15.78328184289074,9.45785935316853
157.0,70.0,4.4474229916060395,0.16298566676166257,1.7253540027738408,80.93339722126211,0.8705594642109185,97.88209276303446,99.60279887985891,91.7030203933791,99.60279887985891,12.016186049831667,1.7333972212621092
157.0,70.0,4.483234799872144,0.16384221409019584,1.8749982245740546,81.8060380279606,0.8658199790495926,97.89816834521238,112.94252292944104,91.87985179733622,112.94252292944104,12.98728738814985,2.6060380279605937
157.0,70.0,4.5516307111899845,0.1449479740437081,2.086515313538388,84.51793944754473,0.8683068295328767,97.92792092861542,124.89277767227742,92.20713021476963,124.89277767227742,14.493883973362513,5.317939447544731
157.0,70.0,4.583905250891656,0.19251012168887802,1.7554985538108192,78.51351253859622,0.8546712889088511,97.94154434467438,116.63311200282848,92.35698779141822,116.63311200282848,12.002993693304935,0.6864874614037859
157.0,70.0,4.634789957306326,0.1192825009453519,1.9878260601429234,86.4049831928491,0.8831671776273294,97.96250426970265,107.14031163749799,92.58754696672914,107.14031163749799,14.044661849203838,7.204983192849099
157.0,70.0,4.7450981284953615,0.16204252526612478,1.801917151872392,81.52263664785943,0.8688368096373121,98.00587509871345,111.16707204988096,93.0646260858479,111.16707204988096,12.52457559570849,2.322636647859426
157.0,70.0,4.841787351644943,0.18354620605048705,2.021724136548902,80.97365983159347,0.8518679130294087,98.04172474426255,143.23485304091278,93.45897218688808,143.23485304091278,13.777935367384769,1.7736598315934629
157.0,70.0,4.985692983390685,0.17505267572208458,2.2261018733274978,82.6585162595855,0.8498523496468795,98.09167033849093,163.7985066987279,94.00837372340021,163.7985066987279,15.134863260805552,3.458516259585494
157.0,70.0,5.028368356358497,0.2145870375943817,1.872906686018133,77.53847830466998,0.8401617695254028,98.10575392248204,147.7503470855399,94.16329314730241,147.7503470855399,12.58835676384762,1.6615216953300234
157.0,70.0,5.08091360063729,0.1368987178793071,2.249946036105544,85.82536277052031,0.8666778557475054,98.12266488129399,149.33965715238895,94.34931369423384,149.33965715238895,15.599827248956418,6.6253627705203115
157.0,70.0,5.122808852047816,0.1,2.3,89.11295015414544,0.8809998728733848,98.13581999197757,137.20119311610583,94.49401991175327,137.20119311610583,16.210397660870278,9.912950154145435
157.0,70.0,5.157574090509211,0.15293118236198475,1.9745551543101734,83.3062970636962,0.8680777349687736,98.1465222130893,131.31941516495908,94.61174434398228,131.31941516495908,13.71253892739594,4.1062970636962035
157.0,70.0,5.247753292704934,0.10343290223760372,2.2969010289412153,88.80642948856303,0.8796608776151525,98.17341479959865,141.38551547948964,94.90756279558511,141.38551547948964,16.16395179930861,9.606429488563023
157.0,70.0,5.268742190125568,0.1932433992074396,1.721027138543383,78.18920803665497,0.8551731248897163,98.17950045713903,127.92317014656729,94.97450502852931,127.92317014656729,11.774209248705214,1.010791963345028
157.0,70.0,5.3230530219608205,0.17353578400285957,2.2559006263017225,82.9050351456766,0.8496487318228355,98.19495560415434,175.5843520673887,95.14451164569779,175.5843520673887,15.333784850044792,3.7050351456766037
157.0,70.0,5.355947943596043,0.16811445468720193,2.2631745710157327,83.35824543502503,0.8519655996708854,98.20411682782617,174.33836165622523,95.24528510608786,174.33836165622523,15.42517504444254,4.158245435025023
157.0,70.0,5.3838712268399265,0.1330629184468922,1.7253540027738408,83.79959732453409,0.8851668065222825,98.21177847416247,103.55276547355064,95.32956321578719,103.55276547355064,12.217808742046063,4.599597324534088
157.0,70.0,5.412274912048275,0.13267481599147302,2.2835293647752204,86.28725399875793,0.8674515519831966,98.21946587841126,158.9005156515138,95.41412466252382,158.9005156515138,15.846808731787743,7.08725399875793
157.0,70.0,5.522368290762522,0.18596281492968386,1.7253540027738408,78.85850932988416,0.8588535270623364,98.24829013698118,130.04255364826886,95.73119150679301,130.04255364826886,11.854610965707467,0.3414906701158458
157.0,70.0,5.54577661418436,0.10303449993112451,2.221070835778379,88.64994715875969,0.8824260889932192,98.25422688527179,139.94793026976149,95.7964957379897,139.94793026976149,15.679446807942524,9.449947158759684
157.0,70.0,5.661763568557923,0.15080186491914,2.2543221608921433,84.70154632025668,0.860247067678778,98.28270513216772,171.82962800566006,96.10975645384492,171.82962800566006,15.514192228086022,5.501546320256679
157.0,70.0,5.710543046866931,0.18664957500475352,2.1263031014622267,81.27879124949817,0.847291445505602,98.2942349527076,178.3931321840376,96.23658447978357,178.3931321840376,14.412787427367798,2.078791249498167
157.0,70.0,5.790699851551006,0.18904925738542097,2.158595606102408,81.25334208001533,0.8451715713796132,98.31263699023113,185.80973125141173,96.4390068925424,185.80973125141173,14.595069123061604,2.0533420800153266
157.0,70.0,5.86759962697803,0.19474161011682445,1.7253540027738408,78.09287622269369,0.8542784193891979,98.32968311246586,141.36405121218638,96.62651423712444,141.36405121218638,11.7914615230117,1.1071237773063132
157.0,70.0,5.999836346696583,0.13819207092352814,2.195744522840516,85.52510659288015,0.8678704537603057,98.35768663189616,166.26527823158068,96.93455295085774,166.26527823158068,15.244974363034437,6.325106592880147
157.0,70.0,6.015247230340616,0.18467237339559134,2.2631745710157327,82.08010043802472,0.8441459443427851,98.36084748202836,202.58676480088525,96.96932230231198,202.58676480088525,15.283597083701226,2.880100438024712
157.0,70.0,6.061221959191912,0.18015890354113814,1.9467615464747174,80.82637468235492,0.855702335951037,98.37015484044399,162.39918606222886,97.07170324488386,162.39918606222886,13.326787222864551,1.6263746823549212
157.0,70.0,6.152716226808796,0.23541001443174878,2.2426948686955708,78.27354178575513,0.8198181155701653,98.38814922428507,236.63786302877824,97.2696414671358,236.63786302877824,14.708815048423057,0.9264582142448745
157.0,70.0,6.1646265215941884,0.20130087995969725,1.9886829372573775,79.35601828837576,0.8439441464649783,98.3904414880598,182.04178804165176,97.29485636865788,182.04178804165176,13.426698592585147,0.15601828837576193
157.0,70.0,6.189384118601762,0.18467237339559134,2.249504520169946,82.0192251529071,0.8445608136435733,98.39517033023112,205.81214441737933,97.34687363254237,205.81214441737933,15.198746942797005,2.8192251529070944
157.0,70.0,6.249480764240142,0.19682814280735597,2.244424436434666,81.0766940354095,0.8388597530449322,98.40645066980068,214.6583765550121,97.47095736780744,214.6583765550121,15.062058627804761,1.8766940354094999
157.0,70.0,6.365446175335087,0.21201473463697257,2.1029977362638963,79.1996662917685,0.8354025106556372,98.42745415603358,208.73390459644736,97.70199571636934,208.73390459644736,14.054796710223844,0.0003337082315084672
157.0,70.0,6.448571897400478,0.20683994994718025,2.1727039317601573,79.96935685432925,0.8360333208645604,98.44192150365633,217.2506530357726,97.86113654021965,217.2506530357726,14.531623066599453,0.7693568543292457
157.0,70.0,6.51612779058432,0.20456631286971677,2.230293804503739,80.43187144898923,0.8355003379703245,98.45333546660673,225.7632085808241,97.98669013267404,225.7632085808241,14.907289819487957,1.2318714489892244
157.0,70.0,6.59925351264971,0.19939152817992445,2.3,81.14461469512219,0.8359727131597561,98.46697570088074,234.7182159605511,98.13673270968812,234.7182159605511,15.38189792213951,1.9446146951221834
157.0,70.0,6.612584708081696,0.202004674459845,2.252032202010807,80.72751281085249,0.8361192431371943,98.46912299527942,230.0205411122533,98.16035294807362,230.0205411122533,15.06373968212692,1.5275128108524854
157.0,70.0,6.663634649333756,0.19265760515619387,2.2352043965714423,81.3469253901199,0.8411523060107219,98.47724569838626,222.77419095432828,98.24970268224881,222.77419095432828,15.041178660650983,2.146925390119904
157.0,70.0,6.8500952247874975,0.1836965290600429,2.216361449047048,81.94364482094517,0.8460305470025302,98.5056261125212,219.32190256157668,98.5056261125212,219.32190256157668,15.000875912740756,2.743644820945164
157.0,70.0,6.9571780792987195,0.20728322715867517,2.216422901826013,80.16130384205303,0.8345654687769111,98.52106592182803,238.874503277883,98.52106592182803,238.874503277883,14.798000144562465,0.9613038420530273
157.0,70.0,7.061236390257923,0.13854530970970969,2.021666029534219,84.79552138791126,0.8733250108333669,98.5355105086293,169.01835535252047,98.5355105086293,169.01835535252047,14.124572057155373,5.595521387911262
157.0,70.0,7.164263367698252,0.21228443791201954,2.186213911619447,79.63539106410713,0.8329504992998773,98.54929793877317,244.11067225860356,98.54929793877317,244.11067225860356,14.56806375407805,0.43539106410712236
157.0,70.0,7.24601351238277,0.20788026164234763,2.22678606194339,80.16935147617443,0.8339741125847684,98.55989173661132,249.59177634421488,98.55989173661132,249.59177634421488,14.856655439402958,0.969351476174424
157.0,70.0,7.5,0.15054579970966564,2.0458258933422746,83.8561370114806,0.8669890028351558,98.59098845604093,189.36820882920816,98.59098845604093,189.36820882920816,14.189668409945284,4.656137011480595
